"text","concept","organization","pred_concept","concept_predprob","pred_organization"
"In typically cynical and dishonest fashion, they cloak the Bill in the claim of protecting the public when in fact it does the opposite: it makes families and ordinary people much more insecure by taking away one of the few avenues of protection they have in their economic and working lives.","POWER","Labour Party","POWER","1.0000","Labour Party"
"There is a sinister and dangerous authoritarianism to the Government�s actions. Attacking the funding of the Labour party, as the Bill clearly and deliberately does, breaks many long-standing political conventions.","POLIT","Labour Party","POLIT","1.0000","Labour Party"
"We live in a pluralistic democracy at present, but that pluralism and democracy will be eroded yet again in a manner that is sinister and troubling. Trade unions are an essential part of any democratic civil society and that is presumably why this unpleasant, authoritarian Government are attacking them tonight.","JUST","Labour Party","JUST","1.0000","Labour Party"
"The Bill is deeply damaging to workers� rights and is just the latest example of how out of touch the Government are with the hard-working people of this country.","RIGHTS","Scottish National Party","RIGHTS","1.0000","Scottish National Party"
"As the Scottish National party�s spokesperson for equalities, women and children, I, along with colleagues across the Opposition Benches, recognise the important role that trade unions play in collective bargaining power that has benefited many women across my constituency to obtain fair pay for fair work in the recent equal pay dispute.","JUST","Scottish National Party","JUST","1.0000","Scottish National Party"
"The SNP strongly opposes the proposed reforms, because they will erode democracy in the workplace. The Bill would restrict the power of devolved Administrations, local governments and other public bodies to determine their own industrial relations.","AUTONOMY","Scottish National Party","AUTONOMY","1.0000","Scottish National Party"
"Do Members on the Government Benches not see that good employment practices are key to economic competitiveness and social justice? Workers across the UK deserve the right to strike. It is an important outlet to promote social justice and improve employment conditions. The reforms would not allow social justice in the workplace to be pursued.","ECONOMIC","Scottish National Party","ECONOMIC","1.0000","Scottish National Party"
"The UK Government�s Trade Union Bill starts from the false premise that unions are bad and that our activities should be curtailed.","POLIT","Scottish National Party","POLIT","1.0000","Scottish National Party"
"I echo the sentiments of trade unions that rightly criticise the Bill for allowing

�businesses to behave badly by undermining the right to strike�.","RELATE","Scottish National Party","RELATE","1.0000","Scottish National Party"
"Trade unions helped to establish the Equality Act 2010, protecting thousands of individuals from discrimination on the basis of gender, race, religion or sexuality. Those protections in the workplace allow those with additional needs or physical barriers to make a significant contribution to the workplace. Perhaps the Government should consider the hypocritical rhetoric of helping people back into work on one hand, while gradually eroding the role of trade unions in the workplace on the other.","POLIT","Scottish National Party","POLIT","1.0000","Scottish National Party"
"Are the measures in the Bill necessary in a democratic society? I place the burden on the Government to justify them as proportional, and I implore the House to oppose this arbitrary Bill.","ADEQ","Scottish National Party","ADEQ","1.0000","Scottish National Party"
"I ask him to look into the naming of Bills in this House, because this Bill should really be called the  �Deliberate Emasculation of Organised Labour and Abuse of Parliamentary Powers for Party Political Advantage Bill�.
","POLIT","Labour Party","POLIT","1.0000","Labour Party"
"This pathetic excuse for a Government does not have the statesmanship or the nous to understand that forcing their will on others in such a partisan way is simply wrong. Dressing it up as an extension of democracy is a joke. We all know that this is bad law made by political pygmies, and bad laws must be resisted.","POLIT","Labour Party","POLIT","1.0000","Labour Party"
"The Bill attempts to build on the disgraceful lobbying Act, the gerrymandering of constituency boundaries and the attacks on voter registration. It is an act of a weak, spiteful Government and it will be resisted and ultimately defeated.","POLIT","Labour Party","POLIT","1.0000","Labour and Co-Operative Party"
"It is sad that there are so few Tories here tonight when they are destroying the rights of trade unionists and democracy itself.","JUST","Labour and Co-Operative Party","JUST","1.0000","Labour and Co-Operative Party"
"There are not a lot of strikes at the moment, but this Bill will provoke more and more.","RELATE","Labour and Co-Operative Party","RELATE","1.0000","Labour and Co-Operative Party"
"In fact, only one in five ballots leads to a strike, and the statistics over previous years show that the average trade unionist will strike only one day in 15 years. There is no problem to be solved,","ADEQ","Labour and Co-Operative Party","ADEQ","1.0000","Labour and Co-Operative Party"
"this is an ideologically driven attack on people�s rights to democracy and collectively to stand up for their rights at work.","POLIT","Labour and Co-Operative Party","POLIT","1.0000","Scottish National Party"
"Exports of goods are now down to the lowest level since 2010. We want co-operation and collaboration to boost productivity, not a recipe for further conflict, but instead we see a Bill that will provoke people on the streets, quite rightly, to stand up for their rights. That will be an ugly affair that we do not want to see.","ECONOMIC","Labour and Co-Operative Party","ECONOMIC","1.0000","Labour and Co-Operative Party"
"We have heard that the Bill is in breach of article 11 of the European convention on human rights. Russian television approached me to talk about it, partly because I am a member of the Council of Europe, as it was thought to be such an appalling abuse of people�s rights.","LEGAL","Labour and Co-Operative Party","LEGAL","1.0000","Labour and Co-Operative Party"
"We have heard about democracy and the fact that abstentions would count as no votes, we would not expect that of a totalitarian regime or a dictatorship.","JUST","Labour and Co-Operative Party","JUST","1.0000","Labour and Co-Operative Party"
"We see attacks on trade unionists in undeveloped democracies, such as Colombia, and we saw them in pre-war Germany. This is reaching an awful level and we should all resist it vehemently.","JUST","Labour and Co-Operative Party","JUST","1.0000","Labour and Co-Operative Party"
"Agency workers will now be seen as scabs and not as trustworthy parts of the community. We have seen division between nations, with Wales and Scotland not being consulted, between management and workers and between workers themselves.
","RELATE","Labour and Co-Operative Party","RELATE","1.0000","Labour and Co-Operative Party"
"This is another step towards eliminating our democratic rights, alongside the gerrymandering we will see in the boundary changes and the individual registration changes. This is a horrible time for Britain. People will resist the Bill and the Tories should think twice about moving forward with such an awful bit of legislation.","POWER","Labour and Co-Operative Party","POWER","1.0000","Labour and Co-Operative Party"
"I come to the Chamber to speak today because it is right to oppose this ideological attack on workers, a Bill that will have widespread ramifications for workers� ability to organise and take industrial action, which we on the Scottish National party Benches view as deeply pernicious.","POLIT","Scottish National Party","POLIT","1.0000","Scottish National Party"
"It can be no coincidence that any increase in public sector strike action coincides with Tory-imposed austerity on public sector services and the restriction of access to justice with the implementation of tribunal fees, especially for women.","ACCESS","Scottish National Party","ACCESS","1.0000","Scottish National Party"
"It will come as no surprise to anyone who has heard the Tories� poisonous rhetoric towards trade unions that this Bill should seek to undermine workers� rights. If anybody had yet to see through the Tories� claim to be the �party of working people�, the Bill exposes that claim as the ridiculous and ludicrous lie that it is.","POLIT","Scottish National Party","POLIT","1.0000","Scottish National Party"
"We should protect their right to strike with every breath we have.","RIGHTS","Scottish National Party","RIGHTS","0.9999","Scottish National Party"
"It is important in matters such as pay, work and employment conditions that unions are the first point of support and advice to people across all types of professions. In attacking the trade unions, the UK Government are actively undermining their support and attacking the ability of workers to stand up for their own rights.","COLLECTIVE","Scottish National Party","COLLECTIVE","1.0000","Scottish National Party"
"This measure effectively treats abstentions as no votes, which warps the democratic process. Indeed, the 40% rule will be familiar to people in my Glasgow East constituency and in Scotland, as the same trick that saw the �79 devolution referendum overturned�with the abstention of even the dead yet to be removed from the electoral register counting as a no vote.
","AUTONOMY","Scottish National Party","AUTONOMY","1.0000","Scottish National Party"
"This Bill will damage workers� rights and impose undemocratic and hypocritical restrictions on the right to strike.","AUTONOMY","Scottish National Party","AUTONOMY","1.0000","Scottish National Party"
"Rather than de-legitimising last-resort industrial action, this Government should be working with trade unions and employers to create a better environment. That would be a far more ambitious and constructive approach to take if this Bill really were about progress.","BALANC","Scottish National Party","BALANC","1.0000","Scottish National Party"
"This Bill, the so-called Trade Union Bill, is in reality a threat to all our rights at work. The Conservatives claim to be the �party of working people�, yet with this Bill they have committed the biggest attack on workers� rights in 30 years.","RIGHTS","Labour Party","RIGHTS","0.9993","Labour Party"
"No party can claim to be representative of workers when they attack the workers� very own institutions�the trade unions.","AUTONOMY","Labour Party","AUTONOMY","0.9992","Labour Party"
"I worked with management over many issues, including the complete overhaul of pay structures and terms and conditions in the NHS, known as �Agenda For Change�. We worked tirelessly with management to influence and implement these new measures, which could not have been achieved without adequate facility time for representatives. Facility time is not a drain on the public purse.","ADEQ","Labour Party","ADEQ","1.0000","Labour Party"
"I am sure my hon. Friend is aware that the TUC estimates that union workplace representatives contribute to overall productivity gains that are worth between �4 billion and �12 billion. Does she agree that measures that have had such a positive effect on productivity should be welcomed and, indeed, promoted?","ECONOMIC","Labour Party","ECONOMIC","1.0000","Labour Party"
"Facility time is not a drain on the public purse, in fact, it is linked to increased productivity, which, as we all know, is crucial to the delivery of high-quality and cost-effective care in the NHS. ","ECONOMIC","Labour Party","ECONOMIC","1.0000","Labour Party"
"There is a huge economic case for retaining the current arrangements.","ADEQ","Labour Party","ADEQ","1.0000","Labour Party"
"Capping facility time is an attempt to solve a problem that simply does not exist.
","ADEQ","Labour Party","ADEQ","1.0000","Labour and Co-Operative Party"
" The report also gives substantial evidence of close working between union reps and management, with managers reporting a high level of trust in their union colleagues.

The facility time proposals appear to have been drawn up by people who know the price of everything and the value of nothing. I call for the provisions in this Bill to be rejected.","RELATE","Labour Party","RELATE","1.0000","Labour Party"
"It seems to me that the Bill is an attempt to create easy headlines about the way in which the Government are clamping down on unions, playing to a rhetoric that is based not on fact but on prejudice�and boy, have we  heard plenty of prejudice from the Government Benches today.","POLIT","Labour Party","POLIT","1.0000","Labour Party"
"It is a prejudice that is rooted in the outdated and offensive view that trade unions are the enemy within. Every one of us in this place will have constituents who are members of trade unions. They are not revolutionaries, they are not radicals, they are ordinary men and women who want to organise themselves collectively to strive for better working conditions.","POLIT","Labour Party","POLIT","1.0000","Labour Party"
"It is clear that trade unions can play a vital role, so why are enclaves of radicalism such as the British Medical Association, the Headmasters� and Headmistresses� Conference, the Royal College of Midwives, the Royal College of Nursing and the Society of Authors being attacked in this way?","COLLECTIVE","Labour Party","COLLECTIVE","1.0000","Labour Party"
"Many individuals do not wish their employers to know that they belong to a union, because, sadly, victimisation of trade union members is still commonplace. Surely, in a free society, trade unions should be able to guarantee to their members that this information will not be disclosed except under the most stringent conditions.","RELATE","Labour Party","RELATE","1.0000","Labour Party"
"The age-old entitlement of lawyers to observe client confidentiality is threatened by the Bill, which puts trade union membership on a par with the activities of criminals and terrorists. Whatever happened to privacy and confidentiality?","COLLECTIVE","Labour Party","COLLECTIVE","1.0000","Labour Party"
"But the Bill is not done with offending principles of natural justice. The cumulative impact of the new proposals would mean that the certification officer was responsible for making a complaint, investigating it, reaching a decision, and setting a punishment.","JUST","Labour Party","JUST","1.0000","Labour Party"
"Most bizarrely, the Bill allows any member of a union to enforce an order from the certification officer rather than the certification officer doing so himself. That is an outrageous outsourcing of justice, enabling private individuals to enforce state orders for their own ends.","JUST","Labour Party","JUST","1.0000","Labour Party"
"There appears to be no requirement for the union member to have any particular interest in the order. It is like saying to a Tesco Clubcard member, �You can collect a fine imposed by the Office of Fair Trading.� What perceived problem is that provision intended to deal with? Is the certification officer not capable of enforcing his own orders? The Bill imposes a whole new layer of bureaucracy and burdens on trade unions. Whatever happened to the red tape challenge?","ENFORCE","Labour Party","ENFORCE","1.0000","Labour Party"
"Let me end by saying that there is absolutely nothing in the Bill that we can commend. There is nothing in it to tackle the industrial relations challenges that we face, and nothing to protect centuries-old principles of justice and confidentiality. Instead, we have been presented with a cynical and pernicious Bill that should be consigned to the dark recesses of prejudice whence it came.","JUST","Labour Party","JUST","1.0000","Labour Party"
"It is through that prism that I look at the Bill, which cannot be considered in isolation, but must be seen in the context of so many other proposals from this and the previous Government. The list is depressing. Other members have mentioned the gagging Act but, as a former BBC journalist, I am also alarmed to see public broadcasting under attack in favour of its politicised, corporate-owned and Conservative-supporting rivals.","POLIT","Labour Party","POLIT","1.0000","Labour Party"
"There are the devastating cuts to legal aid and the restrictions on judicial review, undermining the fundamental principle of universal access to the law.","ACCESS","Labour Party","ACCESS","1.0000","Labour Party"
"The snoopers charter is extending the power of the state to scrutinise us, while our powers to scrutinise the state are watered down by the freedom of information �review�.","ACCESS","Labour Party","ACCESS","1.0000","Labour Party"
"There is the plan to repeal the Human Rights Act, a great achievement of the last Labour Government. Perhaps most perniciously, there are the fundamental attacks on our democracy: more appointments to the other place, millions disfranchised, and boundaries fixed in favour of this Government�s own party. Quite simply, this Bill is part of the same agenda.
","POLIT","Labour Party","POLIT","1.0000","Labour Party"
"The rights to freedom of assembly, freedom of association and freedom of expression are all enshrined in the convention on human rights, and all are undermined by this Bill.","LEGAL","Labour Party","LEGAL","1.0000","Labour Party"
"In 1947, Churchill, hardly a militant socialist, acknowledged that

�the right of individual labouring men and women to adjust their wages and conditions by collective bargaining, including the right to strike�

were �pillars� of British life, but today�s Conservative party apparently wants to demolish those pillars.","COLLECTIVE","Labour Party","COLLECTIVE","1.0000","Labour Party"
"Those who seek justice at work will be tracked and treated like criminals, their social media monitored and their details shared with police. Those who protest will be forced to wear identifying marks and carry letters of authorisation.","JUST","Labour Party","JUST","1.0000","Labour Party"
"This is an attack not just on workers� rights, but on our most basic and fundamental human rights. As Liberty has said:

�Applied to any type of protest these proposals would be a mark of an authoritarian and controlling Government.�","JUST","Labour Party","JUST","1.0000","Labour Party"
"Not only does this Bill have the wrong answers, but it is not even asking the right questions. It shows that the powerful now wish to hold the powerless to account.
","POWER","Labour Party","POWER","1.0000","Labour Party"
"This Bill fails all four tests. The three clearest examples are: treating abstentions as no votes, which is clearly against the international standard and the international norm, putting greater restrictions on public services, a category drawn much more broadly than the international community would permit, and the unjustifiable restrictions on rights of protest both in picketing and away from picketing.","LEGAL","Labour Party","LEGAL","1.0000","Labour Party"
"So this is not only a blow for trade unions and trade unionism, it is also a blow for human rights and civil liberties, and that is why we must vote against it.","JUST","Labour Party","JUST","0.8243","Labour Party"
"Then, of course, I realised that it was all a charade, a fabrication concocted by the Conservative public relations machine to mask the true intent of these proposals. No matter how many crocodile anecdotes and weasel words they come up with, the truth is that this is an anti-trade union Bill.","POLIT","Scottish National Party","POLIT","1.0000","Scottish National Party"
"Why the requirement for 40%, we might ask. That is simply the result of a calculation by the Government that, when opinion is divided, a union will have to have participation levels of 80% or more. They rightly think that that will be very difficult to obtain, and of course they are doing nothing to improve participation through e-balloting or other contemporary mechanisms. This is simply a ploy to prevent people from going on strike.","POLIT","Scottish National Party","POLIT","1.0000","Scottish National Party"
"Given the way in which the Government talk about check-off and facility agreements, anyone would think that those were statutory requirements from which employers needed to be freed. They are, however, voluntary  arrangements that are freely entered into between employers and employees. If I am running a business, what right do this Government have to tell me how I should consult and involve my employees in that business?","POWER","Scottish National Party","POWER","1.0000","Scottish National Party"
"Then there is the four-month expiry of mandate clause. Let us be clear: that is nothing other than a licence for bad employers to sit it out and wait for the mandate to expire. They can watch the clock ticking down and in the meantime bring in agency labour to undermine the union that has gone on strike.","RELATE","Scottish National Party","RELATE","1.0000","Scottish National Party"
"Every clause in the Bill has been designed to make it harder for ordinary people to organise themselves at work and to advance and defend their rights, and to make it harder for their national organisations to operate on their behalf. That is why Scottish National party Members oppose these proposals completely.","COLLECTIVE","Scottish National Party","COLLECTIVE","1.0000","Scottish National Party"
"My final question is: why now? What great industrial crisis exists in Britain today that requires this Bill to be at the epicentre of the Government�s legislative programme? There is none.","ADEQ","Scottish National Party","ADEQ","1.0000","Scottish National Party"
"The truth is that this is not about making Britain better or about running things better, it is about satisfying a blood lust inside the Conservative party. These are the most vindictive, narrow-minded and reactionary proposals that we have seen in this House, and we should reject them completely.
","POLIT","Scottish National Party","POLIT","1.0000","Scottish National Party"
"As a trade unionist, I knew that taking strike action was a last resort, and not one that any of us wanted to take, but when all else fails, that is what is left. Without it, the bad bosses would not want to negotiate in the first place.","COLLECTIVE","Labour Party","COLLECTIVE","1.0000","Labour Party"
"Does she agree therefore that it is fundamentally wrong that the Government should have an agenda that is designed, in effect, to bankrupt the Labour party and therefore break the voice of working people in Parliament?
","AUTONOMY","Labour Party","AUTONOMY","1.0000","Labour Party"
" This Bill, like so many others, rips up the constitution in favour of a naked political attack. It is an attack on the ability of trade unions and their members to have a say in politics, just at the time when it has never been more important that working people have a voice.
","POLIT","Labour Party","POLIT","1.0000","Labour Party"
"There is no real wrong that this Bill is trying to right. It is not about high principle, just low politics.","POLIT","Labour Party","POLIT","1.0000","Labour Party"
"I am not ashamed of the trade unions� political work. They are part of our democracy, not a barrier to it. Working people in my constituency need a voice more than ever","AUTONOMY","Labour Party","AUTONOMY","1.0000","Labour Party"
"I rise to oppose this anti-trade union Bill. Should we be surprised by it, for have not the powerful always sought to take power from those people who get on and build our country?","POWER","Labour and Co-Operative Party","POWER","1.0000","Labour and Co-Operative Party"
"Against this adversary�against the crushing hand of bad employers or the state�men and women have organised, and nothing will stop their spirit in fighting for justice and making sure that they have better rights for the future.","JUST","Labour and Co-Operative Party","JUST","1.0000","Labour and Co-Operative Party"
"This Bill sets out to rob these people of those basic human rights, making it almost impossible for workers to exercise their right to take action, as detailed ballots are already so difficult to implement.","RIGHTS","Labour and Co-Operative Party","RIGHTS","1.0000","Labour and Co-Operative Party"
"From talking to so many employers, particularly in the public sector, I know how they struggle to implement the current legislation on industrial ballots. One employer has 250 workplaces and has to know the jobs taking place in them and the grades involved. Obviously, as they do not know where their staff are, they struggle with the legislation.","CREATE","Labour and Co-Operative Party","CREATE","1.0000","Labour and Co-Operative Party"
"The Government are now introducing more bureaucracy for employers, wasting more of the employers� resources.","ECONOMIC","Labour and Co-Operative Party","ECONOMIC","0.9999","Labour and Co-Operative Party"
"The advanced details that the Bill introduces deal with things such as the dispute plan, which interrupts industrial relations. That should be the subject we are debating today: how we create good industrial relations, and how we resolve the disputes and solve the real challenges facing workers at this time.","RELATE","Labour and Co-Operative Party","RELATE","1.0000","Labour and Co-Operative Party"
"We have more days of strike action in the public sector, because the Government are using it as a tool against workers. But workers are responsible, they stand up for their rights and they always will. This piece of legislation should be ditched, so that it will not harm our members.
","RELATE","Labour and Co-Operative Party","RELATE","1.0000","Labour and Co-Operative Party"
"I am very well aware that I stand on the shoulders of giants from the generations that have gone before me and fought for my rights in the workplace�the rights for a weekend, for maternity pay and for sick pay. Those rights make workers more productive and happy. If those on the Government Benches are serious about protecting and growing our economy, they would take trade unions seriously as a partner and strengthen their rights, not remove them.","ECONOMIC","Labour Party","ECONOMIC","1.0000","Labour Party"
"I am interested in seeing improvements to trade union rights in this country. Many colleagues have mentioned e-balloting. If we want more people to participate in a ballot, we should make it easier for them to do so.
","REPLIC","Labour Party","REPLIC","1.0000","Labour Party"
"I am interested in seeing improvements to trade union rights in this country. Many colleagues have mentioned e-balloting. If we want more people to participate in a ballot, we should make it easier for them to do so.
","","Labour Party","REPLIC","1.0000","Labour Party"
"The thresholds proposed in the Bill are a hypocrisy. Why should we apply a higher standard to working people who wish to organise unions in this country than we apply to ourselves? I would not be serving in this House today if I had been expected to meet the thresholds  that have been proposed for our trade unions.","CREATE","Labour Party","CREATE","1.0000","Labour Party"
"It is an attack on civil liberties. As has been mentioned, article 11 of the European convention on human rights states:

�Everyone has the right to freedom of peaceful assembly and to freedom of association, including the right to form and join trade unions��

for the protection of their interests. This Bill puts a restriction on people�s rights, and I note that the briefing note sent to MPs from Liberty supports that view.","AUTONOMY","Labour Party","AUTONOMY","1.0000","Labour Party"
" It is a sorry state of affairs that the Government cannot see the huge economic benefits of trade union membership and strong trade unions. Looking at the relationship between two major economic trends since the 1970s, namely declining union membership and a shrinking share of wages and salaries in national income, it becomes clear that the UK has paid a heavy economic price for years of labour market deregulation and anti-union policies.","ECONOMIC","Labour Party","ECONOMIC","1.0000","Labour Party"
"The UK is wages-led: it is wages, not profits, that drive growth in our economy. If profit shares go up, as has been the case for the past four decades, demand actually decreases. A 1% increase in the profit share leads to a 0.13% decrease in demand, which is a loss of �2.21 billion to the economy at today�s levels.","ECONOMIC","Labour Party","ECONOMIC","1.0000","Labour Party"
"The role of trade unions in ensuring a successful economy must be recognised if the damaging decline in the portion of national income going to wages is to be reversed. It is for that reason that I will oppose this Bill this evening, and I urge Government Members to do the same.","ECONOMIC","Labour Party","ECONOMIC","1.0000","Labour Party"
"This Bill goes against the best traditions of the Conservative party. If its members believe in free markets, they must surely believe in free labour. Perhaps that is why, in 1948, Winston Churchill opposed attempts to politicise the attacks on party political funding and the funding of a Labour party. Perhaps that is also why, in 1984, Margaret Thatcher said that the Conservative party should tread with caution before behaving in such a partisan way.","POLIT","Labour Party","POLIT","1.0000","Labour Party"
"This Bill does two things: it attacks the freedoms and liberties of working people and it makes a partisan attack on the funding of Her Majesty�s Opposition.","POLIT","Labour Party","POLIT","1.0000","Labour Party"
"The Government say that they want to give trade unions more democratic legitimacy, but this is, in fact, about delegitimising trade unions, increasing the threshold they need in order to go on strike but  resisting their modernising calls to introduce electronic ballots.","AUTONOMY","Labour Party","AUTONOMY","1.0000","Labour Party"
"The Government pretend that commuters in Ilford North and across London will no longer be affected by tube strikes, but the transport unions do meet the threshold, so this is not an attack on tube drivers going on strike, it is an attack on midwives, dinnerladies and other low-paid public sector workers who have the temerity to take on this Government.","POLIT","Labour Party","POLIT","1.0000","Labour Party"
"This is the Prime Minister who gags civil society, presiding over a Government who would have police officers taking the names of people on the picket lines when they should be out arresting criminals.","AUTONOMY","Labour Party","AUTONOMY","1.0000","Labour Party"
"They think that this is purely about the funding of our party, but it is not, it is about values and belief in democracy, equality, collectivism and social justice. Those are the values of the real party of the workers, and that is why I oppose this Bill.","JUST","Labour Party","JUST","1.0000","Labour Party"
"Trade unions are key social partners that play an important role in our society through effective democracy and by helping to ensure good employment practices, which directly promote economic competitiveness and social justice in wider society.","ECONOMIC","Scottish National Party","ECONOMIC","1.0000","Scottish National Party"
"Despite what some Members assert, the daily business of unions is not taken up with organising industrial action. They represent their members in many ways, ensuring healthy and safe workplaces, delivering learning opportunities and bargaining collectively to ensure that pay keeps pace with the cost of living, the benefits of which are also experienced by non-union members.","COLLECTIVE","Scottish National Party","COLLECTIVE","1.0000","Scottish National Party"
"The Scottish Trades Union Congress reports that international evidence clearly indicates that where unions are able to negotiate collectively with employers, wages are fairer and, as a direct consequence, societies are more equal.","COLLECTIVE","Scottish National Party","COLLECTIVE","1.0000","Scottish National Party"
"However, the right to withdraw labour as a last resort is a fundamental human right and a hallmark of any free and democratic society. It is safeguarded by a wide range of international treaties, including the European social charter and the European convention on human rights.
","RIGHTS","Scottish National Party","RIGHTS","1.0000","Scottish National Party"
"There are profound concerns that the right to strike is being put at risk, as the new restrictions will make it so difficult to undertake efficient industrial action that it is, in effect, being legislated out of existence. The Bill would introduce a 50% turnout threshold in all industrial action ballots. In addition, for important public services  it would also impose a requirement that 40% of the entire membership must vote in favour, which amounts to 80% of those voting on a 50% turnout. Under those measures, nearly half of all strikes since 1997 would now be illegal.","ACCESS","Scottish National Party","ACCESS","1.0000","Scottish National Party"
"The Bill proposes restrictions on picketing activities, even though, as highlighted by civil rights groups, pickets are already more regulated than any other kind of protest. The certification officer will be given powers to investigate unions and access membership lists, even if no one has complained about the union�s activities.","AUTONOMY","Scottish National Party","AUTONOMY","1.0000","Scottish National Party"
"I hope they succeed in convincing some of their colleagues that with the measures in this Bill they are grossly overreaching themselves.","CREATE","Labour Party","CREATE","1.0000","Labour Party"
"The hon. Member for Bexhill and Battle (Huw Merriman), who is not in his place, seemed to have misunderstood some of the provisions in the Bill. He made the incorrect assumption that there is something along the lines of automatic registration for trade union membership or for political party membership as a result of that trade union membership. If someone opts in to a political fund, check-off happens when they have already signed up to be a member of a trade union, and there is automatic payment through their salary. It is important that somebody who is going to contribute to a debate understands the fundamentals of what they are talking about.","ADEQ","Labour Party","ADEQ","1.0000","Labour Party"
"As we have heard, trade union members are cleaners, carers and drivers who simply want to get on with their jobs safely without fear of discrimination and to be rightly rewarded for it. This Bill singles those people out with armbands and authorisation documents.","AUTONOMY","Labour Party","AUTONOMY","1.0000","Labour Party"
"hey are the people who care for our elderly, keep our streets clean, and mend our roads, and do not want to take industrial action�it is always the last resort. They have benefited from years of striving for rights and freedoms, and it is right that they should feel free to belong to a trade union without fear of reprisals or judgments against their character. This is now under threat through demonising them and suggesting they are prone to criminal behaviour by virtue of their trade union membership.
","AUTONOMY","Labour Party","AUTONOMY","1.0000","Labour Party"
"It is perverse to claim to support trade unions with one breath and then to support this regressive Bill with  another. It is already difficult to arrange a strike, with indicative ballots. My union has a 50-page document to guide people through the process of securing a ballot.","ADEQ","Labour Party","ADEQ","1.0000","Labour Party"
"I remind Conservative Members that the Financial Times says today that instead of restricting unions,

�more worker bargaining power would restore some overdue wage growth�.
","REPLIC","Labour Party","REPLIC","1.0000","Labour Party"
"The right to strike is one of the fundamental rights on which civil society is based. It encapsulates the rights of freedom of assembly and protest for which generations of men and women have fought and struggled. The establishment and defence of these rights is one of the most vital threads in our national story.","COLLECTIVE","Labour Party","COLLECTIVE","1.0000","Labour Party"
"By introducing this Bill, the Secretary of State has reminded us that that struggle is not confined to the history books. If the measures laid out in it are enacted, it will be an unprecedented blow to our civil liberties.","AUTONOMY","Labour Party","AUTONOMY","1.0000","Labour Party"
"It is a nakedly ideological attack on basic freedoms by Conservative Ministers whose aim is to silence opposition and secure political advantage. Reading the Bill, one might think that Britain was paralysed by industrial unrest, with strikes threatening to bring the economy to a grinding halt. Nothing could be further from the truth.","POLIT","Labour Party","POLIT","1.0000","Labour Party"
"Strikes are a symptom of poor industrial relations, not a cause.","RELATE","Labour Party","RELATE","1.0000","Labour Party"
"Everyone knows there is no love lost between the Tory party and the trade union movement, but for the Government to play politics with some of the basic rights of those who have a difference of opinion with them, just because they can, is, frankly, an abuse of power.","POWER","Labour Party","POWER","1.0000","Labour Party"
"British industrial relations law is already among the most comprehensive and most restrictive in Europe.","ADEQ","Labour Party","ADEQ","1.0000","Labour Party"
"This Bill seeks to refashion that framework into a set of shackles, leaving unions unable to perform the functions for which they exist.","AUTONOMY","Labour Party","AUTONOMY","1.0000","Labour Party"
"This Bill has been described as illiberal, pernicious, ridiculous, ludicrous and absurd. It represents nothing more or less than the curtailment of the civil rights of trade union members and the Government silencing those who oppose them. Britain�s low strike rate shows that the current legal framework allows principles to be put into practice. I urge Conservative Members to think very carefully before they cast that aside for political gain.","POLIT","Labour Party","POLIT","1.0000","Labour Party"
"As others have noted, the ability to form a union and carry out industrial action are basic rights in a democratic society. I am very concerned that the Government have introduced a Bill that seeks to undermine such fundamental rights.
","COLLECTIVE","Labour Party","AUTONOMY","1.0000","Labour Party"
"As a trade unionist, I know that, if passed, this Bill will make it much more difficult for workers to raise concerns over safety, working conditions and pay.","ACCESS","Labour Party","ACCESS","1.0000","Labour Party"
"I am particularly concerned about the impact it will have on women in the workplace. We already know that women are systematically discriminated against in the labour market. Women already comprise the majority of those on the minimum wage and are more likely to be in insecure and low-paid jobs such as catering, cleaning and clerical work. Women are, on average, paid less than men and are more likely to be in in-work poverty.","REPLIC","Labour Party","REPLIC","1.0000","Labour Party"
"It is also important to remember that women have borne a higher share of the burden of this Government�s austerity policies than men. Women have already suffered more from welfare cuts and pay freezes, and I am concerned that this Bill will make those inequalities much worse.","ADEQ","Labour Party","ADEQ","1.0000","Labour Party"
"The Bill�s impact assessment totally fails to account for the disproportionate effect the Bill will have on women workers.","REPLIC","Labour Party","REPLIC","1.0000","Labour Party"
"The reality is that trade unions are one of the best tools in the struggle for gender equality, and attacks on union rights will damage the struggle for equality in the workplace.","COLLECTIVE","Labour Party","COLLECTIVE","1.0000","Labour Party"
"Indeed, Government statistics on trade union membership have found that women workers who are in a trade union have a pay premium of 30%. That is no surprise when one remembers that the very purpose of much industrial action is to achieve gender equality in the workplace. If the Government restrict the rights of workers to organise, that will clearly have a negative effect on the struggle for pay equality.","ACCESS","Labour Party","ACCESS","1.0000","Labour Party"
"Unionised workplaces are also more likely to have good policies on flexible working and maternity pay, as well as better support for those returning to work after pregnancy. By making it harder for workers to organise at work, this Bill will have a negative impact on all those areas, leading to further discrimination against women in work.","COLLECTIVE","Labour Party","COLLECTIVE","1.0000","Labour Party"
"On the increased threshold, I am sure my hon. Friend is as concerned as I am that it is not being made easier for workers to cast their votes through electronic balloting. Why does she think the Government will not agree to it?
","REPLIC","Labour Party","REPLIC","1.0000","Labour Party"
